"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/VFXSeries1/Materials/Energy/M_ParticleAttractorSimple.M_ParticleAttractorSimple","24","6","6","1","5.049149","0","9"
"/Game/VFXSeries1/Materials/Lightning/M_PortalTear01.M_PortalTear01","24","45","10","1","38.706020","0","171"
"/Game/VFXSeries1/Materials/ParticleMaterials/M_Healing.M_Healing","24","6","6","1","5.632100","0","8"
"/Game/VFXSeries1/Materials/ParticleMaterials/M_Beam.M_Beam","24","8","8","1","7.415631","0","10"
"/Game/VFXSeries1/Materials/LensFlare/M_LensFlare02Animated.M_LensFlare02Animated","24","10","10","1","10.282779","0","12"
"/Game/VFXSeries1/Materials/Energy/Plasma/M_ShockwaveWind.M_ShockwaveWind","24","8","8","1","7.031016","0","8"
"/Game/VFXSeries1/Materials/LensFlare/m_flare_01.m_flare_01","24","8","8","1","7.297243","0","8"
"/Game/VFXSeries1/Materials/Energy/M_FragShock.M_FragShock","24","8","8","1","8.217365","0","10"
"/Game/VFXSeries1/Materials/M_Spark.M_Spark","24","6","6","1","5.806113","0","8"
"/Game/VFXSeries1/Materials/M_FireParticle.M_FireParticle","24","8","8","1","7.441643","0","8"
"/Game/VFXSeries1/Materials/M_explosion_subUV.M_explosion_subUV","24","6","6","1","6.072345","0","6"
"/Game/VFXSeries1/Materials/Energy/M_PlasmaTrailHeat2.M_PlasmaTrailHeat2","24","10","10","1","10.273327","0","16"
"/Game/VFXSeries1/Materials/Energy/Plasma/M_PlasmablueSpark.M_PlasmablueSpark","24","8","8","1","7.180594","0","12"
"/Game/VFXSeries1/Materials/Energy/M_Singularity01.M_Singularity01","24","30","4","1","34.782265","0","98"
"/Game/VFXSeries1/Materials/LensFlare/M_Lensflare_01.M_Lensflare_01","24","6","6","1","6.039577","0","6"
"/Game/VFXSeries1/Materials/Energy/Beam/M_Plasma_Tracer.M_Plasma_Tracer","24","10","10","1","8.683852","0","10"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","24","15","15","1","19.469429","0","20"
"/Game/VFXSeries1/Materials/Lightning/M_PortalRingBlue.M_PortalRingBlue","24","45","10","1","39.235119","0","180"
"/Game/VFXSeries1/Materials/Lightning/M_PortalRingRed.M_PortalRingRed","24","45","10","1","40.903263","0","165"
"/Game/VFXSeries1/Materials/Energy/Plasma/Wormhole/M_WormholeBlue.M_WormholeBlue","24","40","5","1","55.647655","0","158"
"/Game/VFXSeries1/Materials/Energy/M_InnerGlow.M_InnerGlow","24","60","5","1","83.183174","0","348"
"/Game/VFXSeries1/Materials/Energy/Plasma/M_PlasmaBlueDecal.M_PlasmaBlueDecal","24","37","10","1","40.043354","0","156"
"/Game/VFXSeries1/Materials/ParentMaterials/M_DemoWallPattern.M_DemoWallPattern","24","135","22","3","193.549408","0","601"
"/Game/VFXSeries1/Materials/ParentMaterials/M_Glass.M_Glass","24","60","14","2","37.261562","0","248"
"/Game/VFXSeries1/Materials/ParentMaterials/M_DemoWall.M_DemoWall","24","60","10","1","82.002457","0","278"
"/Game/VFXSeries1/Materials/ParentMaterials/Mat_BlankMetal.Mat_BlankMetal","24","60","10","1","78.952324","0","276"
"/Game/VFXSeries1/Materials/Energy/Plasma/M_PlasmaImpact.M_PlasmaImpact","24","30","2","1","38.247948","0","94"
"/Game/VFXSeries1/Materials/Energy/Beam/M_LaserBeamBlue2.M_LaserBeamBlue2","24","43","10","1","47.172363","0","175"
"/Game/VFXSeries1/Materials/ParentMaterials/M_RoundCeilingLight_Mat.M_RoundCeilingLight_Mat","24","45","10","1","64.141548","0","209"
"/Game/VFXSeries1/Materials/ParentMaterials/M_DemoRoomTiles.M_DemoRoomTiles","24","60","5","1","84.590286","0","349"
"/Game/VFXSeries1/Materials/ParentMaterials/M_LightTube.M_LightTube","24","8","8","1","7.649038","0","11"
"/Game/VFXSeries1/Materials/ParentMaterials/DefaultTextMaterialTranslucentUnlit.DefaultTextMaterialTranslucentUnlit","24","10","10","1","12.502936","0","17"
"/Game/VFXSeries1/Materials/M_Missile.M_Missile","24","30","3","1","43.418774","0","108"
"/Game/VFXSeries1/Materials/M_smoke_subUV.M_smoke_subUV","24","6","6","1","5.899069","0","6"
"/Engine/Tutorial/SubEditors/TutorialAssets/M_smoke_subUV_blackbody.M_smoke_subUV_blackbody","24","6","6","1","6.631595","0","11"
"/Game/VFXSeries1/Materials/M_RocketExhaust.M_RocketExhaust","24","30","2","1","38.113003","0","121"
"/Game/VFXSeries1/Materials/Energy/M_LightningCircle01.M_LightningCircle01","24","8","8","1","9.470737","0","8"
"/Game/MobileStarterContent/Materials/M_Glass.M_Glass","24","30","10","1","43.974037","0","98"
"/Game/MobileStarterContent/Props/Materials/M_Frame.M_Frame","24","45","2","1","74.708443","0","265"
"/Game/MobileStarterContent/Props/Materials/M_Chair.M_Chair","24","45","10","1","78.328979","0","225"
"/Game/MobileStarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","24","40","5","1","60.415272","0","194"
"/Game/MobileStarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","24","45","10","1","2687.662598","0","180"
"/Game/MobileStarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","24","45","10","1","73.940353","0","206"
"/Game/MobileStarterContent/Materials/M_Wood_Pine.M_Wood_Pine","24","45","10","1","79.802078","0","175"
"/Game/MobileStarterContent/Materials/M_Wood_Oak.M_Wood_Oak","24","45","10","1","72.162376","0","180"
"/Game/MobileStarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","24","45","10","1","76.809555","0","263"
"/Game/MobileStarterContent/Materials/M_Metal_Copper.M_Metal_Copper","24","45","7","1","72.930847","0","261"
"/Game/MobileStarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","24","45","10","1","78.091385","0","208"
"/Game/MobileStarterContent/Materials/M_Water_Ocean.M_Water_Ocean","24","45","9","1","79.513237","0","274"
"/Game/MobileStarterContent/Materials/M_Water_Lake.M_Water_Lake","24","45","9","1","78.166077","0","297"
"/Game/MobileStarterContent/Materials/M_Tech_Panel.M_Tech_Panel","24","45","5","1","76.398811","0","209"
"/Game/MobileStarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","24","45","10","1","73.733749","0","223"
"/Game/MobileStarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","24","45","9","1","82.715408","0","252"
"/Game/MobileStarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","24","45","8","1","82.250145","0","236"
"/Game/MobileStarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","24","45","4","1","87.373291","0","235"
"/Game/MobileStarterContent/Materials/M_Rock_Slate.M_Rock_Slate","24","45","10","1","87.102875","0","240"
"/Game/MobileStarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","24","45","10","1","82.140930","0","180"
"/Game/MobileStarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","24","45","10","1","67.534081","0","221"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","24","45","8","1","83.242805","0","219"
"/Game/MobileStarterContent/Materials/M_Ground_Grass.M_Ground_Grass","24","45","10","1","78.370857","0","208"
"/Game/MobileStarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","24","45","10","1","65.744637","0","217"
"/Game/MobileStarterContent/Materials/M_Metal_Steel.M_Metal_Steel","24","45","10","1","72.497704","0","236"
"/Game/MobileStarterContent/Materials/M_Metal_Rust.M_Metal_Rust","24","45","10","1","72.205025","0","180"
"/Game/MobileStarterContent/Materials/M_Metal_Gold.M_Metal_Gold","24","45","10","1","66.776405","0","178"
"/Game/MobileStarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","24","45","10","1","67.366211","0","251"
"/Game/MobileStarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","24","45","10","1","67.480362","0","205"
"/Game/MobileStarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","24","45","7","1","76.891823","0","272"
"/Game/MobileStarterContent/Materials/M_Ground_Moss.M_Ground_Moss","24","45","10","1","65.533936","0","223"
"/Game/MobileStarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","24","45","10","1","68.142784","0","175"
"/Game/MobileStarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","24","45","10","1","73.773071","0","175"
"/Game/MobileStarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","24","45","10","1","78.727135","0","223"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","24","45","9","1","62.728455","0","190"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","24","45","10","1","63.208607","0","253"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","24","45","10","1","65.128937","0","180"
"/Game/MobileStarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","24","45","10","1","67.319946","0","209"
"/Game/MobileStarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","24","45","10","1","66.811707","0","180"
"/Game/MobileStarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","24","45","10","1","69.010170","0","290"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","24","45","10","1","65.493614","0","180"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","24","45","10","1","65.043236","0","253"
"/Game/MobileStarterContent/Props/Materials/M_Lamp.M_Lamp","24","45","4","1","67.779724","0","224"
"/Game/MobileStarterContent/Particles/Materials/M_Spark.M_Spark","24","6","6","1","6.038049","0","6"
"/Game/MobileStarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","24","8","8","1","7.243447","0","8"
"/Game/MobileStarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","24","30","2","1","0.000000","0","134"
"/Game/MobileStarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","24","6","6","1","5.913230","0","6"
"/Game/MobileStarterContent/Materials/M_Basic_Wall.M_Basic_Wall","24","45","10","1","62.980347","0","207"
"/Game/MobileStarterContent/Props/Materials/M_TableRound.M_TableRound","24","45","9","1","67.092041","0","190"
"/Game/MobileStarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","24","30","10","1","41.763222","0","80"
"/Game/MobileStarterContent/Props/Materials/M_Statue.M_Statue","24","45","10","1","68.448265","0","240"
"/Game/MobileStarterContent/Materials/M_Basic_Floor.M_Basic_Floor","24","45","10","1","58.337891","0","174"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","2","2","1","1.882233","0","2"
