"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","14","0","135","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/Energy/Shield/M_DepthShield.M_DepthShield","14","0","16","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/Lightning/M_Lightning02.M_Lightning02","14","0","20","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/Lightning/M_Lightning01.M_Lightning01","14","0","20","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/LensFlare/M_Lensflare_02.M_Lensflare_02","14","0","20","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/Energy/M_InnerGlow2.M_InnerGlow2","14","0","40","1","0.000000","0","0"
"/Game/Particles/Materials/M_SparksBlue.M_SparksBlue","14","0","10","1","0.000000","0","0"
"/Game/Particles/Materials/M_SmokeParticle.M_SmokeParticle","14","0","48","1","0.000000","0","0"
"/Game/Particles/Materials/M_Plasmaclouds3.M_Plasmaclouds3","14","0","30","1","0.000000","0","0"
"/Game/Particles/Materials/m_flare_03.m_flare_03","14","0","6","1","0.000000","0","0"
"/Game/Particles/Materials/M_Flare.M_Flare","14","0","8","1","0.000000","0","0"
"/Game/Particles/Materials/M_FireParticle_02.M_FireParticle_02","14","0","8","1","0.000000","0","0"
"/Game/Particles/Materials/M_FireBlueParticle.M_FireBlueParticle","14","0","8","1","0.000000","0","0"
"/Game/Materials/M_Balls/Crystal/MasterMaterial.MasterMaterial","14","0","53","1","0.000000","0","53"
"/Game/Materials/FakeFog/M_FakeFog.M_FakeFog","14","0","30","1","0.000000","0","0"
"/Engine/EditorMaterials/WidgetMaterial_Y.WidgetMaterial_Y","14","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WidgetMaterial_X.WidgetMaterial_X","14","0","4","1","0.000000","0","0"
"/Game/Materials/IceBalls/MasterMaterial.MasterMaterial","14","0","75","1","0.000000","0","75"
"/Game/VFXSeries1/Materials/Lightning/M_LightningX01.M_LightningX01","14","0","60","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","14","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","14","0","4","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/LensFlare/M_LensFlare02.M_LensFlare02","14","8","1","1","2.323705","0","25"
"/Game/VFXSeries1/Materials/Energy/Plasma/M_PlasmablueSpark.M_PlasmablueSpark","14","8","8","1","2.342920","0","14"
"/Game/VFXSeries1/Materials/M_smoke_subUV.M_smoke_subUV","14","6","4","1","1.857385","0","17"
"/Game/VFXSeries1/Materials/M_Missile.M_Missile","14","30","1","1","13.840642","0","135"
"/Engine/Tutorial/SubEditors/TutorialAssets/M_smoke_subUV_blackbody.M_smoke_subUV_blackbody","14","6","6","1","2.546278","0","6"
"/Game/VFXSeries1/Materials/M_RocketExhaust.M_RocketExhaust","14","30","3","1","12.926102","0","119"
"/Game/VFXSeries1/Materials/Energy/Beam/M_Plasma_Tracer.M_Plasma_Tracer","14","10","10","1","2.867324","0","13"
"/Game/VFXSeries1/Materials/Energy/M_LightningCircle01.M_LightningCircle01","14","8","8","1","2.855667","0","12"
"/Game/VFXSeries1/Materials/Energy/Plasma/M_ShockwaveWind.M_ShockwaveWind","14","16","16","1","5.381277","0","26"
"/Game/VFXSeries1/Materials/ParentMaterials/DefaultTextMaterialTranslucentUnlit.DefaultTextMaterialTranslucentUnlit","14","12","12","1","4.370100","0","15"
"/Game/VFXSeries1/Materials/ParentMaterials/M_DemoWall.M_DemoWall","14","64","1","1","32.532150","0","355"
"/Game/VFXSeries1/Materials/Energy/Plasma/M_PlasmaImpact.M_PlasmaImpact","14","30","4","1","12.932825","0","96"
"/Game/VFXSeries1/Materials/ParentMaterials/M_Sparks.M_Sparks","14","6","6","1","2.534465","0","6"
"/Game/VFXSeries1/Materials/Energy/Plasma/M_PlasmaBlueDecal.M_PlasmaBlueDecal","14","43","10","1","17.371052","0","202"
"/Game/VFXSeries1/Materials/M_Plasmaclouds.M_Plasmaclouds","14","6","6","1","1.876143","0","6"
"/Game/VFXSeries1/Materials/Energy/M_smoke_subUV.M_smoke_subUV","14","30","8","1","13.242668","0","125"
"/Game/VFXSeries1/Materials/Energy/M_RadialGradient.M_RadialGradient","14","8","8","1","2.475568","0","14"
"/Game/VFXSeries1/Materials/M_muzzle_flash_subUV.M_muzzle_flash_subUV","14","6","6","1","1.832966","0","10"
"/Game/VFXSeries1/Materials/Energy/Plasma/Wormhole/M_WormholeRed.M_WormholeRed","14","40","4","1","22.204002","0","146"
"/Game/VFXSeries1/Materials/Energy/M_ParticleAttractorSimple.M_ParticleAttractorSimple","14","6","6","1","2.593829","0","6"
"/Game/VFXSeries1/Materials/Lightning/M_PortalTear02.M_PortalTear02","14","55","10","1","15.337456","0","275"
"/Game/VFXSeries1/Materials/Lightning/M_PortalTear01.M_PortalTear01","14","55","8","1","14.255939","0","242"
"/Game/VFXSeries1/Materials/ParticleMaterials/M_Healing.M_Healing","14","6","6","1","1.760494","0","8"
"/Game/VFXSeries1/Materials/ParticleMaterials/M_Beam.M_Beam","14","8","8","1","2.623003","0","10"
"/Game/VFXSeries1/Materials/LensFlare/M_LensFlare02Animated.M_LensFlare02Animated","14","8","8","1","3.039186","0","8"
"/Game/VFXSeries1/Materials/LensFlare/m_flare_01.m_flare_01","14","8","8","1","2.386832","0","8"
"/Game/VFXSeries1/Materials/Energy/M_FragShock.M_FragShock","14","16","16","1","4.440397","0","26"
"/Game/VFXSeries1/Materials/M_Spark.M_Spark","14","6","6","1","2.004775","0","6"
"/Game/VFXSeries1/Materials/M_FireParticle.M_FireParticle","14","8","8","1","2.593167","0","8"
"/Game/VFXSeries1/Materials/M_explosion_subUV.M_explosion_subUV","14","6","6","1","1.823076","0","10"
"/Game/VFXSeries1/Materials/Energy/M_PlasmaTrailHeat2.M_PlasmaTrailHeat2","14","8","8","1","2.292255","0","10"
"/Game/VFXSeries1/Materials/Energy/M_PlasmaTrailHeat.M_PlasmaTrailHeat","14","8","8","1","2.441302","0","8"
"/Game/VFXSeries1/Materials/Energy/M_Singularity01.M_Singularity01","14","30","10","1","12.556733","0","80"
"/Game/VFXSeries1/Materials/LensFlare/M_Lensflare_01.M_Lensflare_01","14","6","6","1","1.841695","0","6"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","14","0","15","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/Lightning/M_PortalRingBlue.M_PortalRingBlue","14","55","10","1","14.078508","0","283"
"/Game/VFXSeries1/Materials/Lightning/M_PortalRingRed.M_PortalRingRed","14","55","10","1","14.588162","0","238"
"/Game/VFXSeries1/Materials/Energy/Plasma/Wormhole/M_WormholeBlue.M_WormholeBlue","14","40","3","1","25.650204","0","173"
"/Game/VFXSeries1/Materials/Energy/M_InnerGlow.M_InnerGlow","14","60","6","1","29.390547","0","288"
"/Game/VFXSeries1/Materials/ParentMaterials/Mat_BlankMetal.Mat_BlankMetal","14","60","1","1","25.200645","0","306"
"/Game/VFXSeries1/Materials/Energy/Beam/M_LaserBeamBlue2.M_LaserBeamBlue2","14","49","10","1","17.796692","0","202"
"/Game/VFXSeries1/Materials/ParentMaterials/M_RoundCeilingLight_Mat.M_RoundCeilingLight_Mat","14","45","10","1","21.012173","0","180"
"/Game/VFXSeries1/Materials/ParentMaterials/M_DemoRoomTiles.M_DemoRoomTiles","14","60","5","1","26.938969","0","295"
"/Game/VFXSeries1/Materials/ParentMaterials/M_LightTube.M_LightTube","14","8","8","1","2.308222","0","11"
"/Game/MobileStarterContent/Materials/M_Basic_Wall.M_Basic_Wall","14","45","8","1","16.084116","0","174"
"/Game/MobileStarterContent/Props/Materials/M_Frame.M_Frame","14","45","10","1","20.225819","0","190"
"/Game/MobileStarterContent/Props/Materials/M_TableRound.M_TableRound","14","45","8","1","20.645683","0","174"
"/Game/MobileStarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","14","30","8","1","12.727285","0","106"
"/Game/MobileStarterContent/Props/Materials/M_Statue.M_Statue","14","45","10","1","20.650625","0","202"
"/Game/MobileStarterContent/Materials/M_Glass.M_Glass","14","30","10","1","11.923475","0","107"
"/Game/MobileStarterContent/Props/Materials/M_Chair.M_Chair","14","45","8","1","19.852930","0","174"
"/Game/MobileStarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","14","40","8","1","13.001396","0","164"
"/Game/MobileStarterContent/Materials/M_Basic_Floor.M_Basic_Floor","14","45","10","1","16.067623","0","209"
"/Game/MobileStarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","14","45","8","1","19.210043","0","174"
"/Game/MobileStarterContent/Materials/M_Wood_Pine.M_Wood_Pine","14","45","10","1","18.911505","0","218"
"/Game/MobileStarterContent/Materials/M_Wood_Oak.M_Wood_Oak","14","45","8","1","19.188946","0","174"
"/Game/MobileStarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","14","45","10","1","20.901358","0","209"
"/Game/MobileStarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","14","45","8","1","21.306747","0","174"
"/Game/MobileStarterContent/Materials/M_Water_Ocean.M_Water_Ocean","14","45","10","1","23.955862","0","231"
"/Game/MobileStarterContent/Materials/M_Water_Lake.M_Water_Lake","14","45","8","1","24.821171","0","174"
"/Game/MobileStarterContent/Materials/M_Tech_Panel.M_Tech_Panel","14","45","2","1","21.689316","0","205"
"/Game/MobileStarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","14","45","8","1","18.812836","0","181"
"/Game/MobileStarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","14","45","10","1","18.669699","0","201"
"/Game/MobileStarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","14","45","8","1","20.587084","0","174"
"/Game/MobileStarterContent/Materials/M_Rock_Slate.M_Rock_Slate","14","45","10","1","19.866463","0","202"
"/Game/MobileStarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","14","45","8","1","16.945213","0","174"
"/Game/MobileStarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","14","45","9","1","18.377916","0","226"
"/Game/MobileStarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","14","45","1","1","21.531473","0","188"
"/Game/MobileStarterContent/Materials/M_Metal_Steel.M_Metal_Steel","14","45","3","1","19.200422","0","194"
"/Game/MobileStarterContent/Materials/M_Metal_Rust.M_Metal_Rust","14","45","8","1","15.417571","0","174"
"/Game/MobileStarterContent/Materials/M_Metal_Gold.M_Metal_Gold","14","45","10","1","18.987263","0","192"
"/Game/MobileStarterContent/Materials/M_Metal_Copper.M_Metal_Copper","14","45","8","1","18.967533","0","174"
"/Game/MobileStarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","14","45","10","1","18.659046","0","216"
"/Game/MobileStarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","14","45","8","1","18.625032","0","179"
"/Game/MobileStarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","14","45","10","1","22.477106","0","207"
"/Game/MobileStarterContent/Materials/M_Ground_Moss.M_Ground_Moss","14","45","8","1","14.959691","0","174"
"/Game/MobileStarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","14","45","10","1","14.605218","0","244"
"/Game/MobileStarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","14","45","10","1","17.620434","0","174"
"/Game/MobileStarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","14","45","10","1","17.383619","0","209"
"/Game/MobileStarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","14","45","8","1","17.418104","0","174"
"/Game/MobileStarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","14","45","10","1","15.248740","0","262"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","14","45","8","1","17.383509","0","174"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","14","45","1","1","21.068172","0","228"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","14","45","10","1","16.808819","0","176"
"/Game/MobileStarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","14","45","10","1","21.373718","0","186"
"/Game/MobileStarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","14","45","8","1","16.280329","0","180"
"/Game/MobileStarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","14","45","8","1","17.355185","0","196"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","14","45","8","1","18.459177","0","175"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","14","45","3","1","21.367250","0","207"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","14","45","10","1","22.785849","0","180"
"/Game/MobileStarterContent/Materials/M_Ground_Grass.M_Ground_Grass","14","45","7","1","17.621277","0","202"
"/Game/MobileStarterContent/Props/Materials/M_Lamp.M_Lamp","14","45","11","1","23.262068","0","150"
"/Game/MobileStarterContent/Particles/Materials/M_Spark.M_Spark","14","6","6","1","3.930702","0","6"
"/Game/MobileStarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","14","8","8","1","5.444321","0","11"
"/Game/MobileStarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","14","30","8","1","0.000000","0","90"
"/Game/MobileStarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","14","6","6","1","5.518439","0","6"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","14","2","2","1","1.348214","0","2"
